Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity (Drinking water & Irrigation Water),Wood Production Capacity,% Imputed
2015,BERRY GLOBAL GROUP INC,United States,"Manufacture of fabricated metal products,except machinery and equipment (28)",-7.27%,-84.31%,"(35,49,33,184)","(34,25,00,492)","(77,725)","(44,61,175)","(10,41,500)","(14,066)","(21,46,575)","(46,89,929)","(1,721)",3%
2015,NSK LTD.,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-3.53%,-35.37%,"(28,62,07,402)","(27,79,62,623)","(64,990)","(36,97,616)","(8,66,150)","(11,712)","(7,044)","(36,01,063)","3,796",0%
2015,INGERSOLL-RAND PLC,United States,"Manufacture of fabricated metal products,except machinery and equipment (28)",-2.08%,-18.55%,"(25,09,64,773)","(24,07,17,540)","(49,635)","(30,08,689)","(6,75,150)","(9,155)","(53,03,423)","(11,89,528)","(11,654)",15%
2015,"GREIF,INC.",United States,"Manufacture of fabricated metal products,except machinery and equipment (28)",-6.91%,-97.41%,"(24,99,45,031)","(24,19,40,218)","(54,883)","(31,48,097)","(7,34,795)","(9,930)","(15,90,559)","(24,65,274)","(1,275)",3%
2015,JTEKT CORPORATION,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-2.15%,-39.16%,"(24,23,37,943)","(23,36,24,438)","(55,038)","(31,12,085)","(7,26,617)","(9,881)","(9,798)","(48,04,589)","4,503",2%
2015,ILLINOIS TOOL WORKS INCORPORATED,United States,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.67%,-7.81%,"(22,40,69,920)","(20,58,41,124)","(45,423)","(24,79,554)","(5,69,213)","(8,049)","(58,95,276)","(92,26,556)","(4,726)",14%
2015,NGK INSULATORS LTD,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-7.09%,-43.63%,"(22,33,62,216)","(21,73,46,382)","(50,154)","(28,92,018)","(6,77,187)","(9,090)","(2,736)","(23,85,905)","1,257",1%
2015,NAMPAK LTD,South Africa,"Manufacture of fabricated metal products,except machinery and equipment (28)",-18.00%,-170.95%,"(20,09,62,553)","(18,68,79,380)","(41,773)","(22,33,162)","(5,23,928)","(7,211)","(57,40,446)","(55,27,826)","(8,826)",12%
2015,NTN CORPORATION,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-3.28%,-52.43%,"(19,11,75,067)","(18,91,04,678)","(44,080)","(25,17,595)","(5,88,689)","(7,952)","(5,072)","10,90,667","2,331",1%
2015,GEORG FISCHER AG,Switzerland,"Manufacture of fabricated metal products,except machinery and equipment (28)",-5.05%,-74.77%,"(18,38,43,142)","(17,83,48,347)","(40,876)","(23,78,717)","(5,55,076)","(7,432)",(928),"(25,12,359)",594,0%
2015,VESUVIUS PLC,United Kingdom,"Manufacture of fabricated metal products,except machinery and equipment (28)",-7.59%,-93.41%,"(14,78,72,226)","(14,17,31,664)","(33,140)","(18,67,914)","(4,37,317)","(5,949)","(1,96,994)","(36,01,009)","1,761",2%
2015,MORGAN ADVANCED MATERIALS PLC,United Kingdom,"Manufacture of fabricated metal products,except machinery and equipment (28)",-9.53%,-84.74%,"(12,81,49,086)","(12,37,84,947)","(28,810)","(16,34,525)","(3,82,789)","(5,186)","(1,35,869)","(21,78,173)","1,215",0%
2015,PENTAIR PLC,United Kingdom,"Manufacture of fabricated metal products,except machinery and equipment (28)",-2.48%,-16.55%,"(11,46,90,691)","(11,11,65,025)","(27,832)","(14,21,968)","(3,31,356)","(4,792)","(6,51,953)","(10,93,594)","5,828",2%
2015,BODYCOTE PLC,United Kingdom,"Manufacture of fabricated metal products,except machinery and equipment (28)",-13.43%,-83.04%,"(11,22,45,855)","(10,85,52,752)","(25,137)","(14,36,392)","(3,36,496)","(4,539)","(84,520)","(18,06,775)",756,1%
2015,SANDVIK AB,Sweden,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.08%,-13.29%,"(10,97,62,310)","(9,22,87,138)","(22,841)","(11,44,001)","(2,67,140)","(3,923)","(8,91,690)","(1,51,49,433)","3,856",10%
2015,MINEBEA MITSUMI INC,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-2.59%,-21.60%,"(10,79,29,227)","(10,01,49,116)","(48,912)","(13,23,277)","(3,13,394)","(6,225)","(3,618)","(61,33,697)","49,011",1%
2015,IHI CORPORATION,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.85%,-19.54%,"(10,27,51,184)","(9,87,49,156)","(24,312)","(13,18,654)","(3,05,931)","(4,279)","(10,520)","(23,43,167)","4,834",4%
2015,"KAWASAKI HEAVY INDUSTRIES,LIMITED",Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.81%,-13.86%,"(10,05,80,286)","(9,63,25,027)","(23,060)","(13,04,097)","(2,95,914)","(4,138)","(10,739)","(26,22,226)","4,916",1%
2015,TRELLEBORG AB (PUBL.),Sweden,"Manufacture of fabricated metal products,except machinery and equipment (28)",-3.14%,-30.46%,"(9,24,45,224)","(8,88,17,296)","(21,003)","(11,66,030)","(2,65,808)","(3,640)","(2,57,634)","(19,13,375)",(437),4%
2015,LINCOLN ELECTRIC HOLDINGS INCORPORATED,United States,"Manufacture of fabricated metal products,except machinery and equipment (28)",-3.24%,-22.23%,"(8,21,94,865)","(7,57,13,211)","(17,002)","(9,58,143)","(2,22,343)","(3,053)","(11,15,195)","(41,65,023)",(894),7%
2015,KURITA WATER INDUSTRIES LIMITED,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-3.83%,-37.30%,"(6,02,77,015)","(5,88,20,668)","(13,676)","(7,82,988)","(1,83,150)","(2,470)","(1,369)","(4,73,323)",629,1%
2015,SCHINDLER HOLDING AG,Switzerland,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.61%,-5.71%,"(5,52,82,248)","(5,38,42,636)","(12,908)","(7,19,393)","(1,67,709)","(2,294)","(2,327)","(5,36,469)","1,488",3%
2015,FLOWSERVE CORPORATION,United States,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.20%,-8.80%,"(5,48,16,389)","(4,99,22,516)","(10,855)","(5,76,147)","(1,30,955)","(1,901)","(20,05,858)","(21,66,548)","(1,608)",19%
2015,"THK CO.,LTD.",Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-3.02%,-23.12%,"(5,45,76,545)","(4,85,96,701)","(11,400)","(6,46,039)","(1,51,420)","(2,050)","(1,573)","(51,68,084)",723,8%
2015,TON YI INDUSTRIAL CORPORATION,Taiwan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-4.60%,-152.77%,"(5,05,17,308)","(4,94,21,753)","(11,929)","(6,56,836)","(1,53,634)","(2,113)","(2,375)","(2,70,146)","1,478",0%
2015,WEIR GROUP PLC,United Kingdom,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.70%,-16.44%,"(4,79,94,284)","(4,26,98,366)","(10,821)","(5,43,114)","(1,26,446)","(1,849)","(2,85,760)","(43,30,482)","2,554",7%
2015,KONE OYJ,Finland,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.48%,-3.42%,"(4,55,23,007)","(4,21,59,412)","(14,085)","(4,16,489)","(93,243)","(2,089)","(23,76,614)","(4,73,273)","12,197",0%
2015,SUMITOMO HEAVY INDUSTRIES LTD,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.80%,-11.54%,"(4,41,36,543)","(4,25,88,528)","(9,822)","(5,67,682)","(1,31,572)","(1,781)","(4,820)","(8,32,812)",475,2%
2015,METSO OYJ,Finland,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.28%,-12.43%,"(4,13,22,422)","(3,86,57,746)","(10,370)","(4,64,485)","(1,07,382)","(1,724)","(8,18,195)","(12,66,719)","4,199",0%
2015,ATLAS COPCO AB,Sweden,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.32%,-1.65%,"(3,83,60,519)","(3,64,03,890)","(11,452)","(3,95,559)","(88,814)","(1,736)","(10,61,167)","(4,06,130)","8,230",2%
2015,HEIDELBERGER DRUCKMASCHINEN AG,Germany,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.36%,-19.09%,"(3,44,05,585)","(3,25,61,586)","(7,636)","(4,01,331)","(93,541)","(1,318)","(9,80,905)","(3,59,014)",(254),10%
2015,HIWIN TECHNOLOGIES CORP.,Taiwan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-6.70%,-52.37%,"(3,02,12,839)","(2,87,67,836)","(6,592)","(3,81,922)","(89,412)","(1,197)",(977),"(9,64,905)",2,0%
2015,"DONALDSON COMPANY,INC.",United States,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.19%,-9.80%,"(2,82,55,336)","(2,66,46,451)","(5,802)","(3,08,740)","(70,241)","(1,017)","(10,42,816)","(1,79,433)",(836),19%
2015,SULZER AG,Switzerland,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.91%,-26.94%,"(2,70,86,979)","(2,64,50,937)","(6,221)","(3,53,713)","(82,272)","(1,116)",(758),"(1,92,447)",484,1%
2015,DAETWYLER HOLDING AG,Switzerland,"Manufacture of fabricated metal products,except machinery and equipment (28)",-2.29%,-23.67%,"(2,66,90,396)","(2,50,43,593)","(5,795)","(3,33,826)","(78,008)","(1,048)",(297),"(12,28,018)",190,1%
2015,IMI PLC,United Kingdom,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.96%,-7.48%,"(2,20,14,050)","(1,80,81,953)","(4,993)","(2,20,381)","(50,949)",(811),"(2,32,012)","(34,25,026)","2,074",12%
2015,MAKITA CORPORATION,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.58%,-3.37%,"(2,01,40,155)","(1,96,27,291)","(4,502)","(2,60,615)","(60,213)",(808),"(2,997)","(1,83,603)",(126),2%
2015,KONECRANES ABP,Finland,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.85%,-17.93%,"(1,96,65,926)","(1,86,20,419)","(5,351)","(2,12,185)","(48,664)",(857),"(5,84,362)","(1,97,087)","2,999",0%
2015,NORITAKE CO LTD,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-2.32%,-104.74%,"(1,90,80,482)","(1,84,16,193)","(4,329)","(2,45,291)","(57,289)",(778),(716),"(3,56,215)",329,2%
2015,RIETER HOLDING AG,Switzerland,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.66%,-38.66%,"(1,71,94,287)","(1,66,55,975)","(3,924)","(2,21,808)","(51,802)",(700),(264),"(2,59,983)",169,1%
2015,OSG CORPORATION,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.62%,-8.42%,"(1,50,50,091)","(1,47,23,095)","(3,500)","(1,96,221)","(45,756)",(626),(809),"(80,456)",372,2%
2015,DAIFUKU COMPANY LIMITED,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.53%,-9.55%,"(1,18,65,238)","(1,14,72,902)","(2,648)","(1,53,084)","(35,280)",(480),"(1,931)","(1,99,082)",171,3%
2015,EBARA CORPORATION,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.27%,-3.79%,"(1,08,86,715)","(1,04,44,351)","(3,004)","(1,39,046)","(32,192)",(495),"(3,488)","(2,65,743)","1,603",12%
2015,SPIRAX-SARCO ENGINEERING PLC,United Kingdom,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.08%,-4.88%,"(1,06,34,699)","(89,23,643)","(2,408)","(1,10,067)","(25,497)",(397),"(99,423)","(14,74,153)",889,11%
2015,KOMORI CORPORATION,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.98%,-13.27%,"(74,32,870)","(72,01,426)","(1,663)","(95,881)","(22,275)",(301),(659),"(1,10,720)",55,2%
2015,GLORY LIMITED,Japan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.28%,-3.37%,"(53,69,418)","(52,52,486)","(1,150)","(70,000)","(15,898)",(212),"(1,640)","(27,954)",(78),5%
2015,ROTORK P.L.C.,United Kingdom,"Manufacture of fabricated metal products,except machinery and equipment (28)",-0.46%,-2.33%,"(37,31,664)","(35,55,682)","(1,114)","(40,234)","(9,180)",(169),"(81,429)","(44,584)",728,6%
2015,KING SLIDE WORKS CO LTD,Taiwan,"Manufacture of fabricated metal products,except machinery and equipment (28)",-1.59%,-3.53%,"(21,66,593)","(21,19,715)",(527),"(28,102)","(6,505)",(91),(295),"(11,438)",79,3%
2015,"MOHAWK INDUSTRIES,INC.",United States,Manufacture of furniture; manufacturing n.e.c. (36),-10.39%,-91.95%,"(83,87,66,233)","(78,93,89,612)","(2,13,235)","(1,04,93,430)","(24,40,594)","(36,542)","(4,34,107)","(3,58,60,546)","1,01,832",9%
2015,NIEN MADE ENTERPRISE CO LTD,Taiwan,Manufacture of furniture; manufacturing n.e.c. (36),-5.40%,-25.35%,"(2,75,55,808)","(2,69,58,224)","(6,269)","(3,58,820)","(83,768)","(1,132)",(619),"(1,47,298)",323,1%
2015,DFS FURNITURE PLC,United Kingdom,Manufacture of furniture; manufacturing n.e.c. (36),-1.08%,-10.56%,"(1,12,38,783)","(80,50,710)","(3,165)","(1,08,470)","(25,236)",(471),"(4,185)","(30,50,092)","3,546",7%
2015,CONTINENTAL AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-2.09%,-19.42%,"(89,27,03,557)","(86,17,16,757)","(2,01,933)","(1,13,11,028)","(26,47,305)","(36,121)","(43,71,081)","(1,24,29,720)","10,388",0%
2015,BOSCH LIMITED,India,Manufacture of machinery and equipment n.e.c. (29),-59.74%,-521.74%,"(86,39,08,713)","(75,52,67,914)","(1,79,913)","(1,00,12,863)","(23,48,024)","(32,032)","(4,90,421)","(9,55,92,557)","15,011",1%
2015,ABB INDIA LTD,India,Manufacture of machinery and equipment n.e.c. (29),-41.24%,-560.36%,"(50,69,34,931)","(45,59,09,478)","(1,05,379)","(60,61,292)","(14,10,059)","(19,055)","(4,16,885)","(4,30,16,626)","3,843",1%
2015,SUMITOMO ELECTRIC INDUSTRIES LIMITED,Japan,Manufacture of machinery and equipment n.e.c. (29),-1.94%,-40.79%,"(45,59,77,374)","(44,34,53,111)","(1,04,004)","(59,02,129)","(13,81,335)","(18,680)","(19,447)","(51,04,547)","5,877",0%
2015,SCHAEFFLER AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-3.00%,-23.90%,"(43,06,07,243)","(41,84,90,772)","(95,489)","(55,13,528)","(12,90,928)","(17,335)","(14,73,591)","(37,24,896)",(705),2%
2015,MITSUBISHI ELECTRIC CORPORATION,Japan,Manufacture of machinery and equipment n.e.c. (29),-1.09%,-14.69%,"(39,17,13,904)","(38,04,54,869)","(86,793)","(50,74,177)","(11,81,697)","(15,816)","(29,782)","(48,71,530)",762,0%
2015,AISIN SEIKI CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-1.59%,-28.39%,"(39,13,13,938)","(38,01,65,540)","(89,833)","(50,68,163)","(11,83,145)","(16,082)","(20,419)","(47,77,988)","7,232",2%
2015,NOK CORPORATION,Japan,Manufacture of machinery and equipment n.e.c. (29),-5.00%,-51.70%,"(28,83,99,254)","(28,13,18,851)","(62,084)","(38,52,558)","(8,57,570)","(11,515)","(4,779)","(22,93,590)","1,693",1%
2015,TOYOTA INDUSTRIES CORPORATION,Japan,Manufacture of machinery and equipment n.e.c. (29),-1.54%,-28.29%,"(27,65,56,597)","(26,75,17,745)","(61,471)","(35,96,301)","(8,28,175)","(11,197)","(14,927)","(45,30,716)","3,934",0%
2015,VALEO SA,France,Manufacture of machinery and equipment n.e.c. (29),-1.64%,-22.47%,"(25,87,42,340)","(24,47,35,437)","(56,550)","(32,87,595)","(7,56,652)","(10,243)","(12,032)","(98,87,313)","3,484",0%
2015,FAURECIA SE,France,Manufacture of machinery and equipment n.e.c. (29),-1.23%,-27.20%,"(25,06,78,903)","(24,52,02,148)","(57,140)","(33,19,106)","(7,54,515)","(10,327)","(15,529)","(13,26,730)","6,592",3%
2015,KEIHIN CORPORATION,Japan,Manufacture of machinery and equipment n.e.c. (29),-7.60%,-114.23%,"(20,65,94,762)","(19,90,36,879)","(45,844)","(26,48,201)","(6,20,411)","(8,313)","(2,253)","(42,33,658)",798,1%
2015,BHARAT HEAVY ELECTRICALS LIMITED,India,Manufacture of machinery and equipment n.e.c. (29),-4.21%,-92.01%,"(19,58,43,129)","(12,21,12,952)","(49,765)","(13,92,404)","(3,34,703)","(5,737)","(15,76,767)","(7,03,79,681)","8,880",12%
2015,GESTAMP AUTOMOCION SA,Spain,Manufacture of machinery and equipment n.e.c. (29),-2.31%,-66.89%,"(17,67,78,588)","(15,92,04,632)","(37,536)","(20,85,426)","(4,86,089)","(6,716)","(11,70,029)","(1,37,92,031)","3,869",5%
2015,CNH INDUSTRIAL NV,United Kingdom,Manufacture of machinery and equipment n.e.c. (29),-0.65%,-13.93%,"(16,83,33,049)","(15,82,04,362)","(38,060)","(19,14,452)","(4,34,712)","(6,305)","(23,56,335)","(53,77,195)","(1,629)",13%
2015,VISTEON CORPORATION,United States,Manufacture of machinery and equipment n.e.c. (29),-5.17%,-92.18%,"(16,77,65,956)","(1,67,11,021)","(4,666)","(2,25,092)","(51,560)",(782),"(26,826)","(15,07,48,443)","2,435",1%
2015,TOYODA GOSEI CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-2.53%,-44.34%,"(15,33,88,893)","(14,92,65,214)","(33,969)","(19,92,957)","(4,63,655)","(6,197)","(5,014)","(16,22,016)",128,0%
2015,FRENI BREMBO SPA,Italy,Manufacture of machinery and equipment n.e.c. (29),-6.35%,-56.69%,"(14,28,98,007)","(12,97,36,395)","(32,142)","(17,20,189)","(4,01,773)","(5,651)","(1,97,529)","(1,08,11,385)","7,057",2%
2015,"STANLEY ELECTRIC CO,LTD.",Japan,Manufacture of machinery and equipment n.e.c. (29),-4.22%,-39.91%,"(12,62,74,188)","(12,29,68,858)","(28,270)","(16,35,521)","(3,82,973)","(5,123)","(2,479)","(12,51,106)",143,0%
2015,COMPAGNIE PLASTIC OMNIUM,France,Manufacture of machinery and equipment n.e.c. (29),-2.28%,-27.54%,"(12,42,33,863)","(12,00,34,954)","(27,464)","(16,21,929)","(3,69,831)","(5,005)","(4,145)","(21,72,294)","1,759",2%
2015,DANA INC,United States,Manufacture of machinery and equipment n.e.c. (29),-1.78%,-24.25%,"(10,76,52,501)","(10,11,79,733)","(24,716)","(13,50,961)","(3,14,466)","(4,373)","(50,098)","(47,32,702)","4,547",4%
2015,TOYOTA BOSHOKU CORPORATION,Japan,Manufacture of machinery and equipment n.e.c. (29),-0.82%,-33.73%,"(8,92,47,971)","(8,66,83,129)","(20,948)","(11,63,720)","(2,68,323)","(3,709)","(8,994)","(11,02,333)","3,185",4%
2015,NHK SPRING CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-1.69%,-31.51%,"(8,44,10,999)","(8,25,47,930)","(19,082)","(10,96,412)","(2,56,921)","(3,441)","(4,143)","(4,83,156)",87,0%
2015,MUSASHI SEIMITSU INDUSTRY CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-6.18%,-84.43%,"(8,13,39,893)","(7,80,87,336)","(18,016)","(10,39,056)","(2,43,385)","(3,264)","(1,090)","(19,48,131)",386,1%
2015,DOOSAN HEAVY INDUSTRIES CONSTRUCTION CO LTD,South Korea,Manufacture of machinery and equipment n.e.c. (29),-0.56%,N/A,"(7,69,07,624)","(7,60,13,525)","(24,626)","(9,70,456)","(2,29,566)","(3,533)","(98,211)","4,24,843","7,450",14%
2015,LEONI AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-1.42%,-54.93%,"(6,92,92,321)","(6,68,12,930)","(15,838)","(8,71,429)","(2,03,784)","(2,810)","(5,01,701)","(8,85,022)","1,192",1%
2015,HANON SYSTEMS,South Korea,Manufacture of machinery and equipment n.e.c. (29),-1.46%,-22.52%,"(6,88,57,917)","(6,68,44,824)","(17,743)","(8,76,175)","(2,05,689)","(2,906)","(33,686)","(8,79,449)","2,555",6%
2015,SOGEFI SPA,Italy,Manufacture of machinery and equipment n.e.c. (29),-4.09%,-66.67%,"(6,66,40,460)","(4,48,82,545)","(10,465)","(5,85,993)","(1,37,159)","(1,874)","(1,42,822)","(2,08,80,005)",402,1%
2015,NGK SPARK PLUG CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-2.14%,-12.00%,"(6,18,82,963)","(6,00,50,571)","(14,081)","(7,99,798)","(1,87,030)","(2,530)","(2,395)","(8,27,407)",848,1%
2015,SEBANG GLOBAL BATTERY CO LTD,South Korea,Manufacture of machinery and equipment n.e.c. (29),-4.45%,-44.65%,"(3,61,90,847)","(3,32,24,950)","(8,021)","(4,39,672)","(1,03,127)","(1,404)","(5,796)","(24,08,318)",440,4%
2015,ELRINGKLINGER AG,Germany,Manufacture of machinery and equipment n.e.c. (29),-1.70%,-22.33%,"(2,77,65,526)","(2,69,28,738)","(6,345)","(3,52,399)","(82,445)","(1,131)","(1,67,932)","(2,26,935)",399,1%
2015,GENTEX CORPORATION,United States,Manufacture of machinery and equipment n.e.c. (29),-1.71%,-5.74%,"(2,63,50,086)","(2,43,08,240)","(5,966)","(3,24,405)","(75,574)","(1,053)","(12,761)","(16,23,245)","1,158",4%
2015,NISSIN ELECTRIC CO LTD,Japan,Manufacture of machinery and equipment n.e.c. (29),-2.53%,-30.13%,"(2,25,06,991)","(2,10,11,406)","(4,912)","(2,79,797)","(65,450)",(884),(738),"(11,44,065)",261,3%
2015,KIAN SHEN CORPORATION,Taiwan,Manufacture of machinery and equipment n.e.c. (29),-29.82%,-1014.93%,"(1,08,65,745)","(1,06,30,114)","(2,441)","(1,41,325)","(33,125)",(443),(68),"(58,248)",17,0%
2015,MELROSE INDUSTRIES PLC,United Kingdom,Manufacture of machinery and equipment n.e.c. (29),-1.85%,-39.00%,"(71,27,655)","(65,22,344)","(1,633)","(83,754)","(19,547)",(280),"(37,919)","(4,62,471)",293,4%
2015,"HOTA INDUSTRIAL MFG CO.,LTD.",Taiwan,Manufacture of machinery and equipment n.e.c. (29),-3.30%,-13.62%,"(53,08,250)","(51,93,323)","(1,230)","(68,839)","(16,103)",(219),(298),"(28,315)",77,1%
2015,AD PLASTIK DD,Croatia,Manufacture of machinery and equipment n.e.c. (29),-3.34%,-80.94%,"(47,66,507)","(46,08,817)","(1,035)","(56,990)","(13,318)",(184),"(28,814)","(57,254)",(96),9%
2015,MOBILETRON ELECTRONICS COMPANY LIMITED,Taiwan,Manufacture of machinery and equipment n.e.c. (29),-0.53%,-5.85%,"(3,97,852)","(3,89,320)",(109),"(5,071)","(1,172)",(18),(138),"(2,061)",36,8%
2015,"MERCK & CO.,INC.",United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.30%,-5.98%,"(51,47,07,255)","(45,84,78,083)","(1,06,350)","(59,34,279)","(13,86,627)","(19,042)","(1,13,950)","(4,86,69,863)",939,5%
2015,ELI LILLY AND COMPANY,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.51%,-13.93%,"(50,03,34,367)","(45,04,46,946)","(1,18,085)","(58,67,195)","(13,75,122)","(19,477)","(57,580)","(4,24,65,550)","15,589",2%
2015,GLAXOSMITHKLINE PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.41%,-6.24%,"(49,75,48,903)","(47,58,95,535)","(1,22,594)","(62,73,871)","(14,67,183)","(21,146)","(7,96,682)","(1,30,08,806)","36,914",6%
2015,ABBOTT LABORATORIES,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.71%,-11.78%,"(34,90,44,046)","(31,24,05,902)","(72,305)","(40,91,831)","(9,48,994)","(13,005)","(58,868)","(3,14,55,417)","2,276",4%
2015,JUBILANT LIFE SCIENCES LIMITED,India,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-37.85%,-549.43%,"(33,29,50,306)","(29,18,48,305)","(74,075)","(38,24,373)","(8,98,349)","(12,500)","(1,96,039)","(3,61,04,025)","7,358",1%
2015,JOHNSON & JOHNSON,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.47%,-1.81%,"(33,16,70,661)","(29,44,41,694)","(96,797)","(37,38,131)","(8,62,412)","(15,298)","(2,02,176)","(3,23,98,384)","84,229",15%
2015,ROCHE HOLDING AKTIENGESELLSCHAFT,Switzerland,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.56%,-1.95%,"(26,94,58,926)","(24,47,16,396)","(57,161)","(32,04,446)","(7,49,932)","(10,289)","(8,63,977)","(1,98,60,711)","3,986",3%
2015,MYLAN NV,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-2.55%,-12.40%,"(24,02,34,247)","(22,63,74,899)","(55,542)","(29,94,213)","(6,97,074)","(9,814)","(27,203)","(1,00,86,835)","11,333",3%
2015,OTSUKA HOLDINGS COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.94%,-18.15%,"(23,31,97,717)","(22,81,28,341)","(54,200)","(30,43,618)","(7,11,847)","(9,725)","(4,585)","(12,51,693)","6,291",2%
2015,ASTRAZENECA PLC,United Kingdom,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.72%,-4.37%,"(17,77,69,222)","(17,11,91,224)","(45,413)","(22,53,462)","(5,25,735)","(7,735)","(3,66,068)","(33,96,547)","16,962",8%
2015,BRISTOL-MYERS SQUIBB COMPANY,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.77%,-6.25%,"(12,80,43,807)","(11,55,32,402)","(33,047)","(15,07,570)","(3,44,821)","(5,497)","(47,775)","(1,05,92,599)","19,904",10%
2015,HOYA CORPORATION,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.08%,-14.70%,"(12,54,78,595)","(12,12,88,258)","(28,728)","(16,14,244)","(3,78,025)","(5,132)","(1,554)","(21,64,786)","2,133",1%
2015,TAKEDA PHARMACEUTICAL COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.79%,-20.29%,"(11,60,57,828)","(10,82,08,132)","(25,599)","(14,44,783)","(3,36,754)","(4,598)","(5,640)","(60,35,106)","2,784",5%
2015,KYOWA HAKKO KIRIN COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.83%,-31.88%,"(11,60,19,563)","(11,20,93,862)","(25,662)","(15,01,792)","(3,47,696)","(4,672)","(1,156)","(20,45,545)",821,0%
2015,BECTON DICKINSON AND CO,United States,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.87%,-6.11%,"(8,89,89,589)","(7,30,84,499)","(21,068)","(9,44,741)","(2,19,919)","(3,491)","(29,663)","(1,46,98,565)","12,358",10%
2015,ASTELLAS PHARMA INCORPORATED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-0.79%,-4.94%,"(8,19,37,989)","(7,75,24,985)","(18,061)","(10,32,195)","(2,41,491)","(3,266)","(3,957)","(31,15,157)","1,123",0%
2015,DR.REDDY'S LABORATORIES LTD,India,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-3.61%,-20.60%,"(8,08,57,679)","(4,71,74,217)","(42,920)","(5,89,033)","(1,38,906)","(4,933)","(4,98,620)","(3,24,85,007)","75,957",15%
2015,DAIICHI SANKYO COMPANY LIMITED,Japan,"Manufacture of medical,precision and optical instruments,watches and clocks (33)",-1.06%,-13.06%,"(8,07,93,813)","(7,73,52,726)","(18,263)","(10,32,752)","(2,41,036)","(3,288)","(2,917)","(21,44,808)","1,976",1%
